fecha,comunidad,region,categoria_sintoma,num_casos,es_brote_real
2025-11-01,San Cristóbal de las Casas,Altos,Gastrointestinal,1,0
2025-11-01,San Cristóbal de las Casas,Altos,Hipertensión,0,0
2025-11-01,San Cristóbal de las Casas,Altos,Nutrición,0,0
2025-11-01,San Cristóbal de las Casas,Altos,Respiratorio,0,0
2025-11-01,San Cristóbal de las Casas,Altos,Traumatología,0,0
2025-11-01,San Cristóbal de las Casas,Altos,Vacunación,0,0
2025-11-01,Tapachula (Soconusco),Costa,Dermatológico,0,0
2025-11-01,Tapachula (Soconusco),Costa,Diabetes,0,0
2025-11-01,Tapachula (Soconusco),Costa,Embarazo,0,0
2025-11-01,Tapachula (Soconusco),Costa,Gastrointestinal,0,0
2025-11-01,Tapachula (Soconusco),Costa,Hipertensión,0,0
2025-11-01,Tapachula (Soconusco),Costa,Nutrición,1,0
2025-11-01,Tapachula (Soconusco),Costa,Respiratorio,0,0
2025-11-01,Tapachula (Soconusco),Costa,Traumatología,1,0
2025-11-01,Tapachula (Soconusco),Costa,Vacunación,0,0
2025-11-01,Tuxtla Gutiérrez,Urbano,Dermatológico,3,0
2025-11-01,Tuxtla Gutiérrez,Urbano,Diabetes,0,0
2025-11-01,Tuxtla Gutiérrez,Urbano,Embarazo,1,0
2025-11-01,Tuxtla Gutiérrez,Urbano,Gastrointestinal,2,0
2025-11-01,Tuxtla Gutiérrez,Urbano,Hipertensión,0,0
2025-11-01,Tuxtla Gutiérrez,Urbano,Nutrición,1,0
2025-11-01,Tuxtla Gutiérrez,Urbano,Respiratorio,4,0
2025-11-01,Tuxtla Gutiérrez,Urbano,Traumatología,1,0
2025-11-01,Tuxtla Gutiérrez,Urbano,Vacunación,0,0
2025-11-02,Chenalhó,Altos,Dermatológico,0,0
2025-11-02,Chenalhó,Altos,Diabetes,0,0
2025-11-02,Chenalhó,Altos,Embarazo,0,0
2025-11-02,Chenalhó,Altos,Gastrointestinal,0,0
2025-11-02,Chenalhó,Altos,Hipertensión,0,0
2025-11-02,Chenalhó,Altos,Nutrición,0,0
2025-11-02,Chenalhó,Altos,Respiratorio,0,0
2025-11-02,Chenalhó,Altos,Traumatología,0,0
2025-11-02,Chenalhó,Altos,Vacunación,0,0
2025-11-02,Comitán de Domínguez,Altos,Dermatológico,0,0
2025-11-02,Comitán de Domínguez,Altos,Diabetes,0,0
2025-11-02,Comitán de Domínguez,Altos,Embarazo,0,0
2025-11-02,Comitán de Domínguez,Altos,Gastrointestinal,0,0
2025-11-02,Comitán de Domínguez,Altos,Hipertensión,1,0
2025-11-02,Comitán de Domínguez,Altos,Nutrición,0,0
2025-11-02,Comitán de Domínguez,Altos,Respiratorio,0,0
2025-11-02,Comitán de Domínguez,Altos,Traumatología,0,0
2025-11-02,Comitán de Domínguez,Altos,Vacunación,0,0
2025-11-02,Las Margaritas,Sierra,Dermatológico,0,0
2025-11-02,Las Margaritas,Sierra,Diabetes,0,0
2025-11-02,Las Margaritas,Sierra,Embarazo,0,0
2025-11-02,Las Margaritas,Sierra,Gastrointestinal,1,0
2025-11-02,Las Margaritas,Sierra,Hipertensión,0,0
2025-11-02,Las Margaritas,Sierra,Nutrición,0,0
2025-11-02,Las Margaritas,Sierra,Respiratorio,1,0
2025-11-02,Las Margaritas,Sierra,Traumatología,1,0
2025-11-02,Las Margaritas,Sierra,Vacunación,0,0
2025-11-02,Ocosingo,Selva,Dermatológico,1,0
2025-11-02,Ocosingo,Selva,Diabetes,0,0
2025-11-02,Ocosingo,Selva,Embarazo,0,0
2025-11-02,Ocosingo,Selva,Gastrointestinal,1,0
2025-11-02,Ocosingo,Selva,Hipertensión,0,0
2025-11-02,Ocosingo,Selva,Nutrición,1,0
2025-11-02,Ocosingo,Selva,Respiratorio,2,0
2025-11-02,Ocosingo,Selva,Traumatología,0,0
2025-11-02,Ocosingo,Selva,Vacunación,1,0
2025-11-02,Palenque,Selva,Dermatológico,0,0
2025-11-02,Palenque,Selva,Diabetes,0,0
2025-11-02,Palenque,Selva,Embarazo,1,0
2025-11-02,Palenque,Selva,Gastrointestinal,0,0
2025-11-02,Palenque,Selva,Hipertensión,1,0
2025-11-02,Palenque,Selva,Nutrición,0,0
2025-11-02,Palenque,Selva,Respiratorio,0,0
2025-11-02,Palenque,Selva,Traumatología,0,0
2025-11-02,Palenque,Selva,Vacunación,0,0
2025-11-02,San Cristóbal de las Casas,Altos,Dermatológico,0,0
2025-11-02,San Cristóbal de las Casas,Altos,Diabetes,0,0
2025-11-02,San Cristóbal de las Casas,Altos,Embarazo,0,0
2025-11-02,San Cristóbal de las Casas,Altos,Gastrointestinal,0,0
2025-11-02,San Cristóbal de las Casas,Altos,Hipertensión,0,0
2025-11-02,San Cristóbal de las Casas,Altos,Nutrición,0,0
2025-11-02,San Cristóbal de las Casas,Altos,Respiratorio,0,0
2025-11-02,San Cristóbal de las Casas,Altos,Traumatología,0,0
2025-11-02,San Cristóbal de las Casas,Altos,Vacunación,0,0
2025-11-02,Tapachula (Soconusco),Costa,Dermatológico,0,0
2025-11-02,Tapachula (Soconusco),Costa,Diabetes,0,0
2025-11-02,Tapachula (Soconusco),Costa,Embarazo,0,0
2025-11-02,Tapachula (Soconusco),Costa,Gastrointestinal,1,0
2025-11-02,Tapachula (Soconusco),Costa,Hipertensión,0,0
2025-11-02,Tapachula (Soconusco),Costa,Nutrición,0,0
2025-11-02,Tapachula (Soconusco),Costa,Respiratorio,0,0
2025-11-02,Tapachula (Soconusco),Costa,Traumatología,1,0
2025-11-02,Tapachula (Soconusco),Costa,Vacunación,0,0
2025-11-02,Tuxtla Gutiérrez,Urbano,Dermatológico,1,0
2025-11-02,Tuxtla Gutiérrez,Urbano,Diabetes,0,0
2025-11-02,Tuxtla Gutiérrez,Urbano,Embarazo,1,0
2025-11-02,Tuxtla Gutiérrez,Urbano,Gastrointestinal,2,0
2025-11-02,Tuxtla Gutiérrez,Urbano,Hipertensión,0,0
2025-11-02,Tuxtla Gutiérrez,Urbano,Nutrición,0,0
2025-11-02,Tuxtla Gutiérrez,Urbano,Respiratorio,1,0
2025-11-02,Tuxtla Gutiérrez,Urbano,Traumatología,0,0
2025-11-02,Tuxtla Gutiérrez,Urbano,Vacunación,0,0
2025-11-03,Chenalhó,Altos,Dermatológico,0,0
2025-11-03,Chenalhó,Altos,Diabetes,0,0
2025-11-03,Chenalhó,Altos,Embarazo,0,0
2025-11-03,Chenalhó,Altos,Gastrointestinal,1,0
2025-11-03,Chenalhó,Altos,Hipertensión,0,0
2025-11-03,Chenalhó,Altos,Nutrición,0,0
2025-11-03,Chenalhó,Altos,Respiratorio,0,0
2025-11-03,Chenalhó,Altos,Traumatología,0,0
2025-11-03,Chenalhó,Altos,Vacunación,0,0
2025-11-03,Comitán de Domínguez,Altos,Dermatológico,0,0
2025-11-03,Comitán de Domínguez,Altos,Diabetes,1,0
2025-11-03,Comitán de Domínguez,Altos,Embarazo,0,0
2025-11-03,Comitán de Domínguez,Altos,Gastrointestinal,0,0
2025-11-03,Comitán de Domínguez,Altos,Hipertensión,0,0
2025-11-03,Comitán de Domínguez,Altos,Nutrición,1,0
2025-11-03,Comitán de Domínguez,Altos,Respiratorio,0,0
2025-11-03,Comitán de Domínguez,Altos,Traumatología,0,0
2025-11-03,Comitán de Domínguez,Altos,Vacunación,0,0
2025-11-03,Las Margaritas,Sierra,Dermatológico,0,0
2025-11-03,Las Margaritas,Sierra,Diabetes,0,0
2025-11-03,Las Margaritas,Sierra,Embarazo,0,0
2025-11-03,Las Margaritas,Sierra,Gastrointestinal,0,0
2025-11-03,Las Margaritas,Sierra,Hipertensión,1,0
2025-11-03,Las Margaritas,Sierra,Nutrición,1,0
2025-11-03,Las Margaritas,Sierra,Respiratorio,3,0
2025-11-03,Las Margaritas,Sierra,Traumatología,0,0
2025-11-03,Las Margaritas,Sierra,Vacunación,0,0
2025-11-03,Ocosingo,Selva,Dermatológico,1,0
2025-11-03,Ocosingo,Selva,Diabetes,0,0
2025-11-03,Ocosingo,Selva,Embarazo,0,0
2025-11-03,Ocosingo,Selva,Gastrointestinal,0,0
2025-11-03,Ocosingo,Selva,Hipertensión,1,0
2025-11-03,Ocosingo,Selva,Nutrición,0,0
2025-11-03,Ocosingo,Selva,Respiratorio,1,0
2025-11-03,Ocosingo,Selva,Traumatología,0,0
2025-11-03,Ocosingo,Selva,Vacunación,0,0
2025-11-03,Palenque,Selva,Dermatológico,0,0
2025-11-03,Palenque,Selva,Diabetes,0,0
2025-11-03,Palenque,Selva,Embarazo,1,0
2025-11-03,Palenque,Selva,Gastrointestinal,0,0
2025-11-03,Palenque,Selva,Hipertensión,0,0
2025-11-03,Palenque,Selva,Nutrición,0,0
2025-11-03,Palenque,Selva,Respiratorio,0,0
2025-11-03,Palenque,Selva,Traumatología,0,0
2025-11-03,Palenque,Selva,Vacunación,0,0
2025-11-03,San Cristóbal de las Casas,Altos,Dermatológico,0,0
2025-11-03,San Cristóbal de las Casas,Altos,Diabetes,0,0
2025-11-03,San Cristóbal de las Casas,Altos,Embarazo,0,0
2025-11-03,San Cristóbal de las Casas,Altos,Gastrointestinal,1,0
2025-11-03,San Cristóbal de las Casas,Altos,Hipertensión,0,0
2025-11-03,San Cristóbal de las Casas,Altos,Nutrición,0,0
2025-11-03,San Cristóbal de las Casas,Altos,Respiratorio,0,0
2025-11-03,San Cristóbal de las Casas,Altos,Traumatología,0,0
2025-11-03,San Cristóbal de las Casas,Altos,Vacunación,0,0
2025-11-03,Tapachula (Soconusco),Costa,Dermatológico,0,0
2025-11-03,Tapachula (Soconusco),Costa,Diabetes,0,0
2025-11-03,Tapachula (Soconusco),Costa,Embarazo,2,0
2025-11-03,Tapachula (Soconusco),Costa,Gastrointestinal,0,0
2025-11-03,Tapachula (Soconusco),Costa,Hipertensión,0,0
2025-11-03,Tapachula (Soconusco),Costa,Nutrición,0,0
2025-11-03,Tapachula (Soconusco),Costa,Respiratorio,2,0
2025-11-03,Tapachula (Soconusco),Costa,Traumatología,0,0
2025-11-03,Tapachula (Soconusco),Costa,Vacunación,1,0
2025-11-03,Tuxtla Gutiérrez,Urbano,Dermatológico,0,0
2025-11-03,Tuxtla Gutiérrez,Urbano,Diabetes,0,0
2025-11-03,Tuxtla Gutiérrez,Urbano,Embarazo,1,0
2025-11-03,Tuxtla Gutiérrez,Urbano,Gastrointestinal,1,0
2025-11-03,Tuxtla Gutiérrez,Urbano,Hipertensión,1,0
2025-11-03,Tuxtla Gutiérrez,Urbano,Nutrición,1,0
2025-11-03,Tuxtla Gutiérrez,Urbano,Respiratorio,3,0
2025-11-03,Tuxtla Gutiérrez,Urbano,Traumatología,1,0
2025-11-03,Tuxtla Gutiérrez,Urbano,Vacunación,0,0
2025-11-04,Chenalhó,Altos,Dermatológico,0,0
2025-11-04,Chenalhó,Altos,Diabetes,0,0
2025-11-04,Chenalhó,Altos,Embarazo,0,0
2025-11-04,Chenalhó,Altos,Gastrointestinal,0,0
2025-11-04,Chenalhó,Altos,Hipertensión,0,0
2025-11-04,Chenalhó,Altos,Nutrición,0,0
2025-11-04,Chenalhó,Altos,Respiratorio,0,0
2025-11-04,Chenalhó,Altos,Traumatología,1,0
2025-11-04,Chenalhó,Altos,Vacunación,0,0
2025-11-04,Comitán de Domínguez,Altos,Dermatológico,0,0
2025-11-04,Comitán de Domínguez,Altos,Diabetes,0,0
2025-11-04,Comitán de Domínguez,Altos,Embarazo,0,0
2025-11-04,Comitán de Domínguez,Altos,Gastrointestinal,0,0
2025-11-04,Comitán de Domínguez,Altos,Hipertensión,1,0
2025-11-04,Comitán de Domínguez,Altos,Nutrición,0,0
2025-11-04,Comitán de Domínguez,Altos,Respiratorio,3,0
2025-11-04,Comitán de Domínguez,Altos,Traumatología,0,0
2025-11-04,Comitán de Domínguez,Altos,Vacunación,0,0
2025-11-04,Las Margaritas,Sierra,Dermatológico,0,0
2025-11-04,Las Margaritas,Sierra,Diabetes,0,0
2025-11-04,Las Margaritas,Sierra,Embarazo,0,0
2025-11-04,Las Margaritas,Sierra,Gastrointestinal,0,0
2025-11-04,Las Margaritas,Sierra,Hipertensión,0,0
2025-11-04,Las Margaritas,Sierra,Nutrición,0,0
2025-11-04,Las Margaritas,Sierra,Respiratorio,0,0
2025-11-04,Las Margaritas,Sierra,Traumatología,0,0
2025-11-04,Las Margaritas,Sierra,Vacunación,0,0
2025-11-04,Ocosingo,Selva,Dermatológico,0,0
2025-11-04,Ocosingo,Selva,Diabetes,2,0
2025-11-04,Ocosingo,Selva,Embarazo,0,0
2025-11-04,Ocosingo,Selva,Gastrointestinal,0,0
2025-11-04,Ocosingo,Selva,Hipertensión,0,0
2025-11-04,Ocosingo,Selva,Nutrición,0,0
2025-11-04,Ocosingo,Selva,Respiratorio,1,0
2025-11-04,Ocosingo,Selva,Traumatología,0,0
2025-11-04,Ocosingo,Selva,Vacunación,0,0
2025-11-04,Palenque,Selva,Dermatológico,0,0
2025-11-04,Palenque,Selva,Diabetes,0,0
2025-11-04,Palenque,Selva,Embarazo,0,0
2025-11-04,Palenque,Selva,Gastrointestinal,0,0
2025-11-04,Palenque,Selva,Hipertensión,0,0
2025-11-04,Palenque,Selva,Nutrición,0,0
2025-11-04,Palenque,Selva,Respiratorio,0,0
2025-11-04,Palenque,Selva,Traumatología,0,0
2025-11-04,Palenque,Selva,Vacunación,0,0
2025-11-04,San Cristóbal de las Casas,Altos,Dermatológico,0,0
2025-11-04,San Cristóbal de las Casas,Altos,Diabetes,0,0
2025-11-04,San Cristóbal de las Casas,Altos,Embarazo,0,0
2025-11-04,San Cristóbal de las Casas,Altos,Gastrointestinal,1,0
2025-11-04,San Cristóbal de las Casas,Altos,Hipertensión,0,0
2025-11-04,San Cristóbal de las Casas,Altos,Nutrición,0,0
2025-11-04,San Cristóbal de las Casas,Altos,Respiratorio,0,0
2025-11-04,San Cristóbal de las Casas,Altos,Traumatología,0,0
2025-11-04,San Cristóbal de las Casas,Altos,Vacunación,0,0
2025-11-04,Tapachula (Soconusco),Costa,Dermatológico,1,0
2025-11-04,Tapachula (Soconusco),Costa,Diabetes,0,0
2025-11-04,Tapachula (Soconusco),Costa,Embarazo,0,0
2025-11-04,Tapachula (Soconusco),Costa,Gastrointestinal,1,0
2025-11-04,Tapachula (Soconusco),Costa,Hipertensión,3,0
2025-11-04,Tapachula (Soconusco),Costa,Nutrición,0,0
2025-11-04,Tapachula (Soconusco),Costa,Respiratorio,0,0
2025-11-04,Tapachula (Soconusco),Costa,Traumatología,0,0
2025-11-04,Tapachula (Soconusco),Costa,Vacunación,0,0
2025-11-04,Tuxtla Gutiérrez,Urbano,Dermatológico,0,0
2025-11-04,Tuxtla Gutiérrez,Urbano,Diabetes,0,0
2025-11-04,Tuxtla Gutiérrez,Urbano,Embarazo,0,0
2025-11-04,Tuxtla Gutiérrez,Urbano,Gastrointestinal,2,0
2025-11-04,Tuxtla Gutiérrez,Urbano,Hipertensión,1,0
2025-11-04,Tuxtla Gutiérrez,Urbano,Nutrición,0,0
2025-11-04,Tuxtla Gutiérrez,Urbano,Respiratorio,2,0
2025-11-04,Tuxtla Gutiérrez,Urbano,Traumatología,0,0
2025-11-04,Tuxtla Gutiérrez,Urbano,Vacunación,0,0
2025-11-05,Chenalhó,Altos,Dermatológico,0,0
2025-11-05,Chenalhó,Altos,Diabetes,0,0
2025-11-05,Chenalhó,Altos,Embarazo,1,0
2025-11-05,Chenalhó,Altos,Gastrointestinal,0,0
2025-11-05,Chenalhó,Altos,Hipertensión,0,0
2025-11-05,Chenalhó,Altos,Nutrición,0,0
2025-11-05,Chenalhó,Altos,Respiratorio,0,0
2025-11-05,Chenalhó,Altos,Traumatología,0,0
2025-11-05,Chenalhó,Altos,Vacunación,1,0
2025-11-05,Comitán de Domínguez,Altos,Dermatológico,0,0
2025-11-05,Comitán de Domínguez,Altos,Diabetes,0,0
2025-11-05,Comitán de Domínguez,Altos,Embarazo,0,0
2025-11-05,Comitán de Domínguez,Altos,Gastrointestinal,1,0
2025-11-05,Comitán de Domínguez,Altos,Hipertensión,0,0
2025-11-05,Comitán de Domínguez,Altos,Nutrición,0,0
2025-11-05,Comitán de Domínguez,Altos,Respiratorio,0,0
2025-11-05,Comitán de Domínguez,Altos,Traumatología,2,0
2025-11-05,Comitán de Domínguez,Altos,Vacunación,0,0
2025-11-05,Las Margaritas,Sierra,Dermatológico,0,0
2025-11-05,Las Margaritas,Sierra,Diabetes,0,0
2025-11-05,Las Margaritas,Sierra,Embarazo,0,0
2025-11-05,Las Margaritas,Sierra,Gastrointestinal,0,0
2025-11-05,Las Margaritas,Sierra,Hipertensión,0,0
2025-11-05,Las Margaritas,Sierra,Nutrición,0,0
2025-11-05,Las Margaritas,Sierra,Respiratorio,0,0
2025-11-05,Las Margaritas,Sierra,Traumatología,0,0
2025-11-05,Las Margaritas,Sierra,Vacunación,1,0
2025-11-05,Ocosingo,Selva,Dermatológico,0,0
2025-11-05,Ocosingo,Selva,Diabetes,0,0
2025-11-05,Ocosingo,Selva,Embarazo,0,0
2025-11-05,Ocosingo,Selva,Gastrointestinal,0,0
2025-11-05,Ocosingo,Selva,Hipertensión,0,0
2025-11-05,Ocosingo,Selva,Nutrición,0,0
2025-11-05,Ocosingo,Selva,Respiratorio,0,0
2025-11-05,Ocosingo,Selva,Traumatología,0,0
2025-11-05,Ocosingo,Selva,Vacunación,0,0
2025-11-05,Palenque,Selva,Dermatológico,0,0
2025-11-05,Palenque,Selva,Diabetes,0,0
2025-11-05,Palenque,Selva,Embarazo,1,0
2025-11-05,Palenque,Selva,Gastrointestinal,0,0
2025-11-05,Palenque,Selva,Hipertensión,0,0
2025-11-05,Palenque,Selva,Nutrición,2,0
2025-11-05,Palenque,Selva,Respiratorio,2,0
2025-11-05,Palenque,Selva,Traumatología,1,0
2025-11-05,Palenque,Selva,Vacunación,0,0
2025-11-05,San Cristóbal de las Casas,Altos,Dermatológico,0,0
2025-11-05,San Cristóbal de las Casas,Altos,Diabetes,2,0
2025-11-05,San Cristóbal de las Casas,Altos,Embarazo,0,0
2025-11-05,San Cristóbal de las Casas,Altos,Gastrointestinal,0,0
2025-11-05,San Cristóbal de las Casas,Altos,Hipertensión,0,0
2025-11-05,San Cristóbal de las Casas,Altos,Nutrición,0,0
2025-11-05,San Cristóbal de las Casas,Altos,Respiratorio,0,0
2025-11-05,San Cristóbal de las Casas,Altos,Traumatología,0,0
2025-11-05,San Cristóbal de las Casas,Altos,Vacunación,0,0
2025-11-05,Tapachula (Soconusco),Costa,Dermatológico,0,0
2025-11-05,Tapachula (Soconusco),Costa,Diabetes,0,0
2025-11-05,Tapachula (Soconusco),Costa,Embarazo,0,0
2025-11-05,Tapachula (Soconusco),Costa,Gastrointestinal,2,0
2025-11-05,Tapachula (Soconusco),Costa,Hipertensión,2,0
2025-11-05,Tapachula (Soconusco),Costa,Nutrición,0,0
2025-11-05,Tapachula (Soconusco),Costa,Respiratorio,2,0
2025-11-05,Tapachula (Soconusco),Costa,Traumatología,1,0
2025-11-05,Tapachula (Soconusco),Costa,Vacunación,1,0
2025-11-05,Tuxtla Gutiérrez,Urbano,Dermatológico,0,0
2025-11-05,Tuxtla Gutiérrez,Urbano,Diabetes,0,0
2025-11-05,Tuxtla Gutiérrez,Urbano,Embarazo,0,0
2025-11-05,Tuxtla Gutiérrez,Urbano,Gastrointestinal,0,0
2025-11-05,Tuxtla Gutiérrez,Urbano,Hipertensión,1,0
2025-11-05,Tuxtla Gutiérrez,Urbano,Nutrición,1,0
2025-11-05,Tuxtla Gutiérrez,Urbano,Respiratorio,1,0
2025-11-05,Tuxtla Gutiérrez,Urbano,Traumatología,0,0
2025-11-05,Tuxtla Gutiérrez,Urbano,Vacunación,0,0
2025-11-06,Chenalhó,Altos,Dermatológico,1,0
2025-11-06,Chenalhó,Altos,Diabetes,0,0
2025-11-06,Chenalhó,Altos,Embarazo,0,0
2025-11-06,Chenalhó,Altos,Gastrointestinal,1,0
2025-11-06,Chenalhó,Altos,Hipertensión,1,0
2025-11-06,Chenalhó,Altos,Nutrición,0,0
2025-11-06,Chenalhó,Altos,Respiratorio,0,0
2025-11-06,Chenalhó,Altos,Traumatología,0,0
2025-11-06,Chenalhó,Altos,Vacunación,0,0
2025-11-06,Comitán de Domínguez,Altos,Dermatológico,0,0
2025-11-06,Comitán de Domínguez,Altos,Diabetes,1,0
2025-11-06,Comitán de Domínguez,Altos,Embarazo,0,0
2025-11-06,Comitán de Domínguez,Altos,Gastrointestinal,1,0
2025-11-06,Comitán de Domínguez,Altos,Hipertensión,0,0
2025-11-06,Comitán de Domínguez,Altos,Nutrición,0,0
2025-11-06,Comitán de Domínguez,Altos,Respiratorio,1,0
2025-11-06,Comitán de Domínguez,Altos,Traumatología,0,0
2025-11-06,Comitán de Domínguez,Altos,Vacunación,0,0
2025-11-06,Las Margaritas,Sierra,Dermatológico,0,0
2025-11-06,Las Margaritas,Sierra,Diabetes,0,0
2025-11-06,Las Margaritas,Sierra,Embarazo,0,0
2025-11-06,Las Margaritas,Sierra,Gastrointestinal,0,0
2025-11-06,Las Margaritas,Sierra,Hipertensión,0,0
2025-11-06,Las Margaritas,Sierra,Nutrición,0,0
2025-11-06,Las Margaritas,Sierra,Respiratorio,0,0
2025-11-06,Las Margaritas,Sierra,Traumatología,0,0
2025-11-06,Las Margaritas,Sierra,Vacunación,1,0
2025-11-06,Ocosingo,Selva,Dermatológico,0,0
2025-11-06,Ocosingo,Selva,Diabetes,0,0
2025-11-06,Ocosingo,Selva,Embarazo,0,0
2025-11-06,Ocosingo,Selva,Gastrointestinal,0,0
2025-11-06,Ocosingo,Selva,Hipertensión,0,0
2025-11-06,Ocosingo,Selva,Nutrición,0,0
2025-11-06,Ocosingo,Selva,Respiratorio,2,0
2025-11-06,Ocosingo,Selva,Traumatología,1,0
2025-11-06,Ocosingo,Selva,Vacunación,1,0
2025-11-06,Palenque,Selva,Dermatológico,0,0
2025-11-06,Palenque,Selva,Diabetes,0,0
2025-11-06,Palenque,Selva,Embarazo,0,0
2025-11-06,Palenque,Selva,Gastrointestinal,0,0
2025-11-06,Palenque,Selva,Hipertensión,0,0
2025-11-06,Palenque,Selva,Nutrición,0,0
2025-11-06,Palenque,Selva,Respiratorio,0,0
2025-11-06,Palenque,Selva,Traumatología,1,0
2025-11-06,Palenque,Selva,Vacunación,0,0
2025-11-06,San Cristóbal de las Casas,Altos,Dermatológico,0,0
2025-11-06,San Cristóbal de las Casas,Altos,Diabetes,3,0
2025-11-06,San Cristóbal de las Casas,Altos,Embarazo,1,0
2025-11-06,San Cristóbal de las Casas,Altos,Gastrointestinal,2,0
2025-11-06,San Cristóbal de las Casas,Altos,Hipertensión,0,0
2025-11-06,San Cristóbal de las Casas,Altos,Nutrición,1,0
2025-11-06,San Cristóbal de las Casas,Altos,Respiratorio,3,0
2025-11-06,San Cristóbal de las Casas,Altos,Traumatología,0,0
2025-11-06,San Cristóbal de las Casas,Altos,Vacunación,0,0
2025-11-06,Tapachula (Soconusco),Costa,Dermatológico,0,0
2025-11-06,Tapachula (Soconusco),Costa,Diabetes,0,0
2025-11-06,Tapachula (Soconusco),Costa,Embarazo,0,0
2025-11-06,Tapachula (Soconusco),Costa,Gastrointestinal,1,0
2025-11-06,Tapachula (Soconusco),Costa,Hipertensión,0,0
2025-11-06,Tapachula (Soconusco),Costa,Nutrición,0,0
2025-11-06,Tapachula (Soconusco),Costa,Respiratorio,0,0
2025-11-06,Tapachula (Soconusco),Costa,Traumatología,0,0
2025-11-06,Tapachula (Soconusco),Costa,Vacunación,1,0
2025-11-06,Tuxtla Gutiérrez,Urbano,Dermatológico,0,0
2025-11-06,Tuxtla Gutiérrez,Urbano,Diabetes,0,0
2025-11-06,Tuxtla Gutiérrez,Urbano,Embarazo,1,0
2025-11-06,Tuxtla Gutiérrez,Urbano,Gastrointestinal,1,0
2025-11-06,Tuxtla Gutiérrez,Urbano,Hipertensión,1,0
2025-11-06,Tuxtla Gutiérrez,Urbano,Nutrición,0,0
2025-11-06,Tuxtla Gutiérrez,Urbano,Respiratorio,1,0
2025-11-06,Tuxtla Gutiérrez,Urbano,Traumatología,0,0
2025-11-06,Tuxtla Gutiérrez,Urbano,Vacunación,0,0
2025-11-07,Chenalhó,Altos,Dermatológico,0,0
2025-11-07,Chenalhó,Altos,Diabetes,1,0
2025-11-07,Chenalhó,Altos,Embarazo,0,0
2025-11-07,Chenalhó,Altos,Gastrointestinal,0,0
2025-11-07,Chenalhó,Altos,Hipertensión,0,0
2025-11-07,Chenalhó,Altos,Nutrición,0,0
2025-11-07,Chenalhó,Altos,Respiratorio,1,0
2025-11-07,Chenalhó,Altos,Traumatología,0,0
2025-11-07,Chenalhó,Altos,Vacunación,0,0
2025-11-07,Comitán de Domínguez,Altos,Dermatológico,1,0
